entity,score,index,word,start,end
LABEL_0,0.5507038,203,pela,624,628
LABEL_1,0.5585539,204,EnƟdade,630,637
LABEL_1,0.5122528,205,Administ,638,646
LABEL_0,0.5162253,206,##radora,646,652
LABEL_1,0.54834986,207,da,653,655
LABEL_1,0.5404729,208,Porta,656,661
LABEL_0,0.67557615,209,##bilidade,661,669
LABEL_0,0.5381776,210,(,670,671
LABEL_0,0.56891036,211,AB,671,673
LABEL_0,0.5661284,212,##R,673,674
LABEL_0,0.52511346,213,Tele,675,679
LABEL_0,0.6482397,214,##com,679,682
LABEL_1,0.5789448,215,),682,683
LABEL_0,0.5528478,216,.,683,684
LABEL_0,0.58266455,217,3,685,686
LABEL_0,0.575437,218,.,686,687
LABEL_0,0.5105814,219,6,687,688
LABEL_0,0.5719942,220,.,688,689
LABEL_1,0.6174176,221,Em,690,692
LABEL_0,0.65158415,222,03,693,695
LABEL_0,0.50246125,223,de,696,698
LABEL_1,0.5030891,224,maio,699,703
LABEL_1,0.5442332,225,de,704,706
LABEL_1,0.5519955,226,202,707,710
LABEL_1,0.52941215,227,##2,710,711
LABEL_0,0.5388269,228,",",711,712
LABEL_0,0.5829392,229,foi,713,716
LABEL_0,0.6722005,230,realizada,717,726
LABEL_0,0.55579424,231,uma,727,730
LABEL_0,0.6603544,232,reunião,731,738
LABEL_0,0.62505573,233,com,739,742
LABEL_0,0.6216061,234,os,743,745
LABEL_0,0.6425605,235,membros,746,753
LABEL_1,0.534402,236,da,754,756
LABEL_0,0.5749425,237,AB,757,759
LABEL_0,0.5634275,238,##R,759,760
LABEL_0,0.54918677,239,Tele,761,765
LABEL_0,0.6651354,240,##com,765,768
LABEL_0,0.626103,241,juntamente,769,779
LABEL_0,0.5377535,242,com,780,783
LABEL_0,0.610031,243,alguns,784,790
LABEL_0,0.6129318,244,membros,791,798
LABEL_1,0.6291568,245,desta,799,804
LABEL_0,0.667777,246,Agência,805,812
LABEL_1,0.5018959,247,",",812,813
LABEL_1,0.5097461,248,com,814,817
LABEL_0,0.66653174,249,o,818,819
LABEL_0,0.53757584,250,objeƟvo,820,827
LABEL_1,0.52449733,251,de,828,830
LABEL_0,0.5871426,252,apresentar,831,841
LABEL_0,0.7035594,253,o,842,843
LABEL_0,0.5983007,254,quanƟtaƟvo,844,854
LABEL_0,0.5349923,255,de,855,857
LABEL_0,0.5123857,256,Pres,858,862
LABEL_0,0.535323,257,##tadoras,862,869
LABEL_0,0.5567343,258,que,870,873
LABEL_0,0.6691202,259,realizaram,874,884
LABEL_0,0.6635216,260,a,885,886
LABEL_0,0.74493855,261,assinatura,887,897
LABEL_0,0.75029,262,do,898,900
LABEL_0,0.73012376,263,termo,901,906
LABEL_0,0.61720496,264,adiƟvo,907,913
LABEL_0,0.76305884,265,ao,914,916
LABEL_0,0.7480802,266,contrato,917,925
LABEL_0,0.5544641,267,de,926,928
LABEL_0,0.6456117,268,adesão,929,935
LABEL_0,0.61783564,269,à,936,937
LABEL_0,0.524417,270,Porta,938,943
LABEL_0,0.6724278,271,##bilidade,943,951
LABEL_0,0.55783117,272,Num,952,955
LABEL_0,0.645318,273,##érica,955,960
LABEL_0,0.53498316,274,",",960,961
LABEL_0,0.6886524,275,contemp,963,970
LABEL_0,0.77694166,276,##lando,970,975
LABEL_0,0.6447124,277,a,977,978
LABEL_0,0.6868391,278,inclusão,980,988
LABEL_0,0.61794955,279,das,990,993
LABEL_0,0.5629794,1,da,0,2
LABEL_1,0.5920487,2,Porta,3,8
LABEL_1,0.50536925,3,##bilidade,8,16
LABEL_1,0.638431,4,por,17,20
LABEL_1,0.5128803,5,intermédio,21,31
LABEL_0,0.6257589,6,da,32,34
LABEL_0,0.55432564,7,correspondência,35,50
LABEL_0,0.54462093,8,n,51,52
LABEL_1,0.53803104,9,.,52,53
LABEL_1,0.50942165,10,º,53,54
LABEL_0,0.59385914,11,NO,55,57
LABEL_0,0.6107554,12,##T,57,58
LABEL_0,0.5986717,13,.,58,59
LABEL_0,0.5379573,14,AB,59,61
LABEL_0,0.5554629,15,##R,61,62
LABEL_0,0.6020601,16,.,62,63
LABEL_0,0.521503,17,202,63,66
LABEL_0,0.5784208,18,##2,66,67
LABEL_0,0.5145334,19,/,67,68
LABEL_1,0.5484582,20,02,68,70
LABEL_0,0.5241517,21,##1,70,71
LABEL_0,0.5564876,22,(,72,73
LABEL_1,0.5557796,23,SE,73,75
LABEL_1,0.57099736,24,##I,75,76
LABEL_0,0.54012054,25,n,77,78
LABEL_1,0.5629324,26,.,78,79
LABEL_0,0.5108376,27,º,79,80
LABEL_1,0.5049839,28,83,81,83
LABEL_0,0.5347937,29,##41,83,85
LABEL_1,0.53206223,30,##94,85,87
LABEL_1,0.57032293,31,##6,87,88
LABEL_1,0.59150344,32,),88,89
LABEL_1,0.5164044,33,apresentou,90,100
LABEL_1,0.5562688,34,a,102,103
LABEL_1,0.6431376,35,relação,104,111
LABEL_0,0.50434935,36,das,112,115
LABEL_1,0.50717604,37,pres,116,120
LABEL_0,0.7003781,38,##tadoras,120,127
LABEL_1,0.58679795,39,bloque,128,134
LABEL_1,0.66576326,40,##adas,134,138
LABEL_1,0.6355574,41,que,139,142
LABEL_1,0.5917974,42,se,143,145
LABEL_1,0.5748233,43,manƟveram,146,155
LABEL_1,0.6495852,44,ine,156,159
LABEL_1,0.7437104,45,##r,159,160
LABEL_0,0.53265256,46,##tes,160,163
LABEL_0,0.5151964,47,e,164,165
LABEL_0,0.5494388,48,das,166,169
LABEL_1,0.6005372,49,que,170,173
LABEL_0,0.54378164,50,estão,174,179
LABEL_1,0.5102415,51,pend,180,184
LABEL_1,0.5265961,52,##entes,184,189
LABEL_1,0.64103824,53,de,190,192
LABEL_1,0.5903622,54,atendimento,193,204
LABEL_0,0.5763461,55,para,205,209
LABEL_1,0.5846542,56,a,210,211
LABEL_1,0.53578645,57,realização,212,222
LABEL_1,0.71144193,58,SE,223,225
LABEL_1,0.6255773,59,##I,225,226
LABEL_0,0.56419283,60,/,226,227
LABEL_0,0.51350003,61,AN,227,229
LABEL_1,0.50707984,62,##AT,229,231
LABEL_0,0.57571775,63,##EL,231,233
LABEL_1,0.51979417,64,-,234,235
LABEL_1,0.567829,65,88,236,238
LABEL_0,0.55264646,66,##62,238,240
LABEL_1,0.54234636,67,##94,240,242
LABEL_1,0.6355133,68,##9,242,243
LABEL_1,0.5059723,69,-,244,245
LABEL_1,0.542814,70,Inf,246,249
LABEL_0,0.5149577,71,##orme,249,253
LABEL_1,0.5730064,72,http,254,258
LABEL_1,0.5813188,73,##s,258,259
LABEL_1,0.5759821,74,:,259,260
LABEL_1,0.6006909,75,/,260,261
LABEL_1,0.5542347,76,/,261,262
LABEL_1,0.5726334,77,sei,262,265
LABEL_1,0.6484898,78,.,265,266
LABEL_1,0.5336128,79,ana,266,269
LABEL_0,0.61620533,80,##tel,269,272
LABEL_1,0.6386803,81,.,272,273
LABEL_1,0.6391881,82,go,273,275
LABEL_1,0.5697234,83,##v,275,276
LABEL_1,0.52759993,84,.,276,277
LABEL_1,0.56185776,85,b,277,278
LABEL_1,0.6238111,86,##r,278,279
LABEL_0,0.5082808,87,/,279,280
LABEL_1,0.56831807,88,sei,280,283
LABEL_0,0.5160245,89,/,283,284
LABEL_1,0.57761055,90,controlado,284,294
LABEL_1,0.56669617,91,##r,294,295
LABEL_1,0.563857,92,.,295,296
LABEL_0,0.5018122,93,p,296,297
LABEL_1,0.69674134,94,##h,297,298
LABEL_1,0.6015391,95,##p,298,299
LABEL_0,0.588647,96,?,299,300
LABEL_0,0.55668545,97,aca,300,303
LABEL_1,0.5166293,98,##o,303,304
LABEL_0,0.52139884,99,=,304,305
LABEL_0,0.542448,100,documento,305,314
LABEL_0,0.5319013,101,_,314,315
LABEL_0,0.6605306,102,imp,315,318
LABEL_1,0.5027832,103,##ri,318,320
LABEL_1,0.50075907,104,.,320,321
LABEL_0,0.5211085,105,.,321,322
LABEL_1,0.55073833,106,.,322,323
LABEL_1,0.5261631,107,1,324,325
LABEL_1,0.50013846,108,of,326,328
LABEL_1,0.55769044,109,4,329,330
LABEL_1,0.75409204,110,01,331,333
LABEL_1,0.71251833,111,/,333,334
LABEL_1,0.5531993,112,12,334,336
LABEL_1,0.55893975,113,/,336,337
LABEL_0,0.57402873,114,202,337,340
LABEL_0,0.65482026,115,##5,340,341
LABEL_1,0.5021651,116,",",341,342
LABEL_1,0.731421,117,19,343,345
LABEL_1,0.59654963,118,:,345,346
LABEL_1,0.8444251,119,09,346,348
LABEL_1,0.5855967,120,de,349,351
LABEL_1,0.5888734,121,assinatura,352,362
LABEL_1,0.55223167,122,do,363,365
LABEL_1,0.60907435,123,adiƟvo,366,372
LABEL_0,0.5230858,124,do,373,375
LABEL_1,0.55721664,125,contrato,376,384
LABEL_1,0.5685204,126,de,385,387
LABEL_0,0.5587847,127,adesão,388,394
LABEL_1,0.5811357,128,Porta,395,400
LABEL_1,0.5452194,129,##bilidade,400,408
LABEL_0,0.5330416,130,.,408,409
LABEL_0,0.7790744,131,3,410,411
LABEL_0,0.5573041,132,.,411,412
LABEL_0,0.6343626,133,5,412,413
LABEL_0,0.51126325,134,.,413,414
LABEL_1,0.51809794,135,Em,415,417
LABEL_1,0.5378345,136,27,418,420
LABEL_1,0.6757031,137,de,421,423
LABEL_1,0.5201497,138,abril,424,429
LABEL_0,0.5427193,139,de,430,432
LABEL_0,0.6051172,140,202,433,436
LABEL_0,0.6239201,141,##2,436,437
LABEL_0,0.5548617,142,",",437,438
LABEL_1,0.58914524,143,por,439,442
LABEL_1,0.5035805,144,intermédio,443,453
LABEL_0,0.5428347,145,do,454,456
LABEL_0,0.55268544,146,O,457,458
LABEL_1,0.5875121,147,##İ,458,459
LABEL_0,0.58404225,148,##cio,459,462
LABEL_1,0.55964196,149,Circu,463,468
LABEL_0,0.54571635,150,##lar,468,471
LABEL_0,0.53572905,151,n,472,473
LABEL_1,0.5869127,152,.,473,474
LABEL_0,0.5539266,153,º,474,475
LABEL_1,0.54101896,154,34,476,478
LABEL_0,0.5128937,155,##2,478,479
LABEL_0,0.54418933,156,/,479,480
LABEL_0,0.5623451,157,202,480,483
LABEL_0,0.6108387,158,##2,483,484
LABEL_0,0.5859178,159,/,484,485
LABEL_0,0.52724963,160,CO,485,487
LABEL_1,0.5010212,161,##GE,487,489
LABEL_0,0.57221675,162,/,489,490
LABEL_0,0.5541218,163,SC,490,492
LABEL_1,0.51493233,164,##O,492,493
LABEL_0,0.54759717,165,-,493,494
LABEL_0,0.55594826,166,AN,495,497
LABEL_0,0.5366815,167,##AT,497,499
LABEL_0,0.633486,168,##EL,499,501
LABEL_0,0.5457608,169,",",501,502
LABEL_0,0.60896295,170,(,503,504
LABEL_1,0.6006387,171,SE,504,506
LABEL_1,0.5592702,172,##I,506,507
LABEL_0,0.60730946,173,n,508,509
LABEL_1,0.557524,174,.,509,510
LABEL_0,0.5436847,175,º,510,511
LABEL_0,0.52539223,176,83,512,514
LABEL_0,0.60567296,177,##70,514,516
LABEL_0,0.556549,178,##50,516,518
LABEL_1,0.55386835,179,##4,518,519
LABEL_0,0.52813715,180,),519,520
LABEL_0,0.59051377,181,esta,521,525
LABEL_1,0.5581048,182,Agência,526,533
LABEL_1,0.58514345,183,noƟﬁcou,534,541
LABEL_1,0.5387674,184,as,542,544
LABEL_1,0.5207176,185,pres,545,549
LABEL_0,0.71861696,186,##tadoras,549,556
LABEL_1,0.5790195,187,ine,557,560
LABEL_1,0.71312,188,##r,560,561
LABEL_0,0.60973525,189,##tes,561,564
LABEL_0,0.52503,190,solic,565,570
LABEL_0,0.5925546,191,##itando,570,576
LABEL_1,0.554118,192,que,577,580
LABEL_1,0.6228734,193,toma,581,585
LABEL_1,0.6245669,194,##s,585,586
LABEL_0,0.5358583,195,##sem,586,589
LABEL_1,0.57258797,196,as,590,592
LABEL_1,0.56739813,197,devida,593,599
LABEL_0,0.51259744,198,##s,599,600
LABEL_1,0.66503257,199,provid,601,607
LABEL_1,0.5112226,200,##ências,607,613
LABEL_1,0.51680344,201,indicada,614,622
LABEL_0,0.5089942,202,##s,622,623
LABEL_1,0.522649,203,pela,624,628
LABEL_1,0.55188,204,EnƟdade,630,637
LABEL_1,0.60460025,205,Administ,638,646
LABEL_0,0.5113889,206,##radora,646,652
LABEL_0,0.60208344,207,da,653,655
LABEL_1,0.5973741,208,Porta,656,661
LABEL_1,0.51556325,209,##bilidade,661,669
LABEL_0,0.55177087,210,(,670,671
LABEL_1,0.51496345,211,AB,671,673
LABEL_0,0.6002134,212,##R,673,674
LABEL_0,0.53826547,213,Tele,675,679
LABEL_0,0.56435305,214,##com,679,682
LABEL_0,0.5291031,215,),682,683
LABEL_0,0.52864254,216,.,683,684
LABEL_0,0.7210874,217,3,685,686
LABEL_0,0.5198596,218,.,686,687
LABEL_0,0.6560569,219,6,687,688
LABEL_1,0.5047915,220,.,688,689
LABEL_1,0.56789505,221,Em,690,692
LABEL_1,0.58449805,222,03,693,695
LABEL_1,0.65016156,223,de,696,698
LABEL_0,0.61300945,224,maio,699,703
LABEL_0,0.5214732,225,de,704,706
LABEL_0,0.58746207,226,202,707,710
LABEL_0,0.63136566,227,##2,710,711
LABEL_0,0.50785434,228,",",711,712
LABEL_1,0.62514687,229,foi,713,716
LABEL_1,0.64009017,230,realizada,717,726
LABEL_1,0.5171882,231,uma,727,730
LABEL_1,0.5214084,232,reunião,731,738
LABEL_1,0.5131886,233,com,739,742
LABEL_1,0.6218076,234,os,743,745
LABEL_1,0.69320387,235,membros,746,753
LABEL_0,0.58752346,236,da,754,756
LABEL_1,0.55606425,237,AB,757,759
LABEL_0,0.54855883,238,##R,759,760
LABEL_0,0.5226763,239,Tele,761,765
LABEL_0,0.56292456,240,##com,765,768
LABEL_1,0.57296914,241,juntamente,769,779
LABEL_1,0.51553535,242,com,780,783
LABEL_1,0.5359008,243,alguns,784,790
LABEL_1,0.6445172,244,membros,791,798
LABEL_0,0.53995895,245,desta,799,804
LABEL_1,0.5551239,246,Agência,805,812
LABEL_0,0.6063262,247,",",812,813
LABEL_0,0.6028312,248,com,814,817
LABEL_1,0.6573663,249,o,818,819
LABEL_1,0.5934722,250,objeƟvo,820,827
LABEL_0,0.5212091,251,de,828,830
LABEL_1,0.5188938,252,apresentar,831,841
LABEL_1,0.6007404,253,o,842,843
LABEL_1,0.6238708,254,quanƟtaƟvo,844,854
LABEL_1,0.5261119,255,de,855,857
LABEL_1,0.5989015,256,Pres,858,862
LABEL_0,0.6763616,257,##tadoras,862,869
LABEL_0,0.500999,258,que,870,873
LABEL_1,0.54154927,259,realizaram,874,884
LABEL_1,0.63767713,260,a,885,886
LABEL_1,0.6058218,261,assinatura,887,897
LABEL_1,0.5450215,262,do,898,900
LABEL_1,0.5297194,263,termo,901,906
LABEL_1,0.55637,264,adiƟvo,907,913
LABEL_0,0.50106055,265,ao,914,916
LABEL_1,0.5418142,266,contrato,917,925
LABEL_1,0.56757766,267,de,926,928
LABEL_0,0.50778174,268,adesão,929,935
LABEL_0,0.62432015,269,à,936,937
LABEL_1,0.60482883,270,Porta,938,943
LABEL_0,0.5188415,271,##bilidade,943,951
LABEL_0,0.523338,272,Num,952,955
LABEL_0,0.5006949,273,##érica,955,960
LABEL_0,0.56985015,274,",",960,961
LABEL_1,0.5011068,275,contemp,963,970
LABEL_1,0.51114744,276,##lando,970,975
LABEL_1,0.5631359,277,a,977,978
LABEL_1,0.57643753,278,inclusão,980,988
LABEL_1,0.546238,279,das,990,993
LABEL_0,0.64667577,1,da,0,2
LABEL_0,0.5517027,2,Porta,3,8
LABEL_0,0.58650416,3,##bilidade,8,16
LABEL_1,0.555398,4,por,17,20
LABEL_0,0.6736983,5,intermédio,21,31
LABEL_0,0.63025296,6,da,32,34
LABEL_0,0.6096822,7,correspondência,35,50
LABEL_1,0.5458182,8,n,51,52
LABEL_0,0.54788977,9,.,52,53
LABEL_1,0.61429155,10,º,53,54
LABEL_0,0.6863856,11,NO,55,57
LABEL_1,0.6219381,12,##T,57,58
LABEL_0,0.55566084,13,.,58,59
LABEL_0,0.5366972,14,AB,59,61
LABEL_1,0.5217957,15,##R,61,62
LABEL_1,0.5008606,16,.,62,63
LABEL_1,0.6433291,17,202,63,66
LABEL_1,0.62733454,18,##2,66,67
LABEL_0,0.5680906,19,/,67,68
LABEL_1,0.5514596,20,02,68,70
LABEL_1,0.5684759,21,##1,70,71
LABEL_0,0.5418268,22,(,72,73
LABEL_0,0.6999977,23,SE,73,75
LABEL_0,0.53066516,24,##I,75,76
LABEL_1,0.5736876,25,n,77,78
LABEL_1,0.50037086,26,.,78,79
LABEL_1,0.7007084,27,º,79,80
LABEL_1,0.58560705,28,83,81,83
LABEL_0,0.51972896,29,##41,83,85
LABEL_1,0.5073728,30,##94,85,87
LABEL_1,0.6039807,31,##6,87,88
LABEL_0,0.5099673,32,),88,89
LABEL_1,0.588712,33,apresentou,90,100
LABEL_0,0.6785323,34,a,102,103
LABEL_0,0.51000965,35,relação,104,111
LABEL_1,0.545894,36,das,112,115
LABEL_0,0.5384508,37,pres,116,120
LABEL_0,0.5044723,38,##tadoras,120,127
LABEL_0,0.6262856,39,bloque,128,134
LABEL_1,0.6566119,40,##adas,134,138
LABEL_1,0.51205605,41,que,139,142
LABEL_0,0.56696993,42,se,143,145
LABEL_0,0.51792043,43,manƟveram,146,155
LABEL_0,0.5958723,44,ine,156,159
LABEL_1,0.5350551,45,##r,159,160
LABEL_1,0.5618618,46,##tes,160,163
LABEL_1,0.5326161,47,e,164,165
LABEL_0,0.5367113,48,das,166,169
LABEL_0,0.5598335,49,que,170,173
LABEL_1,0.6510182,50,estão,174,179
LABEL_1,0.5627503,51,pend,180,184
LABEL_1,0.6188838,52,##entes,184,189
LABEL_1,0.66537136,53,de,190,192
LABEL_1,0.5343237,54,atendimento,193,204
LABEL_1,0.55882275,55,para,205,209
LABEL_0,0.66359985,56,a,210,211
LABEL_0,0.56741875,57,realização,212,222
LABEL_0,0.6994154,58,SE,223,225
LABEL_0,0.566005,59,##I,225,226
LABEL_0,0.66561407,60,/,226,227
LABEL_1,0.51530325,61,AN,227,229
LABEL_1,0.7085256,62,##AT,229,231
LABEL_1,0.5668235,63,##EL,231,233
LABEL_0,0.50806576,64,-,234,235
LABEL_1,0.5571018,65,88,236,238
LABEL_0,0.5881612,66,##62,238,240
LABEL_0,0.542139,67,##94,240,242
LABEL_1,0.59259194,68,##9,242,243
LABEL_0,0.52931273,69,-,244,245
LABEL_0,0.55806416,70,Inf,246,249
LABEL_0,0.5255595,71,##orme,249,253
LABEL_1,0.5464523,72,http,254,258
LABEL_0,0.58692145,73,##s,258,259
LABEL_1,0.51528144,74,:,259,260
LABEL_1,0.52131087,75,/,260,261
LABEL_1,0.5199379,76,/,261,262
LABEL_0,0.68452656,77,sei,262,265
LABEL_0,0.6498905,78,.,265,266
LABEL_0,0.67827123,79,ana,266,269
LABEL_0,0.55054694,80,##tel,269,272
LABEL_0,0.5181437,81,.,272,273
LABEL_1,0.55309594,82,go,273,275
LABEL_1,0.6144566,83,##v,275,276
LABEL_0,0.5960652,84,.,276,277
LABEL_0,0.5345162,85,b,277,278
LABEL_0,0.51005244,86,##r,278,279
LABEL_0,0.54597425,87,/,279,280
LABEL_0,0.6224888,88,sei,280,283
LABEL_0,0.58102316,89,/,283,284
LABEL_0,0.5423443,90,controlado,284,294
LABEL_1,0.51333696,91,##r,294,295
LABEL_1,0.50088,92,.,295,296
LABEL_1,0.6442354,93,p,296,297
LABEL_1,0.552781,94,##h,297,298
LABEL_1,0.6560251,95,##p,298,299
LABEL_1,0.5082024,96,?,299,300
LABEL_0,0.5300198,97,aca,300,303
LABEL_0,0.56518584,98,##o,303,304
LABEL_1,0.5411133,99,=,304,305
LABEL_1,0.50702405,100,documento,305,314
LABEL_0,0.6360341,101,_,314,315
LABEL_1,0.55539674,102,imp,315,318
LABEL_1,0.52559763,103,##ri,318,320
LABEL_0,0.63346106,104,.,320,321
LABEL_1,0.5306354,105,.,321,322
LABEL_1,0.5190665,106,.,322,323
LABEL_0,0.50339174,107,1,324,325
LABEL_1,0.541894,108,of,326,328
LABEL_1,0.56085247,109,4,329,330
LABEL_1,0.5827395,110,01,331,333
LABEL_1,0.5602,111,/,333,334
LABEL_1,0.7285328,112,12,334,336
LABEL_1,0.5117541,113,/,336,337
LABEL_1,0.55675685,114,202,337,340
LABEL_0,0.56556773,115,##5,340,341
LABEL_0,0.63927007,116,",",341,342
LABEL_1,0.6337538,117,19,343,345
LABEL_1,0.65316397,118,:,345,346
LABEL_1,0.5552875,119,09,346,348
LABEL_0,0.52154225,120,de,349,351
LABEL_1,0.55020404,121,assinatura,352,362
LABEL_1,0.6344856,122,do,363,365
LABEL_1,0.6377033,123,adiƟvo,366,372
LABEL_1,0.62279445,124,do,373,375
LABEL_1,0.56464386,125,contrato,376,384
LABEL_1,0.6651471,126,de,385,387
LABEL_0,0.59915906,127,adesão,388,394
LABEL_1,0.5087237,128,Porta,395,400
LABEL_0,0.5961105,129,##bilidade,400,408
LABEL_1,0.5006269,130,.,408,409
LABEL_1,0.6006918,131,3,410,411
LABEL_1,0.59740025,132,.,411,412
LABEL_0,0.5150841,133,5,412,413
LABEL_0,0.5196283,134,.,413,414
LABEL_0,0.53172696,135,Em,415,417
LABEL_0,0.61025774,136,27,418,420
LABEL_1,0.5831086,137,de,421,423
LABEL_1,0.5783981,138,abril,424,429
LABEL_1,0.59583133,139,de,430,432
LABEL_1,0.5456054,140,202,433,436
LABEL_1,0.519807,141,##2,436,437
LABEL_0,0.53936154,142,",",437,438
LABEL_1,0.5661797,143,por,439,442
LABEL_0,0.6493948,144,intermédio,443,453
LABEL_1,0.6052914,145,do,454,456
LABEL_0,0.51082397,146,O,457,458
LABEL_0,0.5092295,147,##İ,458,459
LABEL_0,0.5277605,148,##cio,459,462
LABEL_0,0.55531,149,Circu,463,468
LABEL_1,0.5898232,150,##lar,468,471
LABEL_1,0.51552373,151,n,472,473
LABEL_0,0.5199231,152,.,473,474
LABEL_1,0.61872756,153,º,474,475
LABEL_0,0.50377893,154,34,476,478
LABEL_1,0.6263529,155,##2,478,479
LABEL_0,0.5586501,156,/,479,480
LABEL_1,0.5445285,157,202,480,483
LABEL_1,0.5809471,158,##2,483,484
LABEL_0,0.5884877,159,/,484,485
LABEL_1,0.51924276,160,CO,485,487
LABEL_0,0.6098486,161,##GE,487,489
LABEL_0,0.6001288,162,/,489,490
LABEL_1,0.55014277,163,SC,490,492
LABEL_0,0.6005409,164,##O,492,493
LABEL_0,0.6201863,165,-,493,494
LABEL_0,0.54129785,166,AN,495,497
LABEL_1,0.6700472,167,##AT,497,499
LABEL_1,0.55212563,168,##EL,499,501
LABEL_0,0.57687205,169,",",501,502
LABEL_0,0.59826046,170,(,503,504
LABEL_0,0.71567446,171,SE,504,506
LABEL_0,0.5154267,172,##I,506,507
LABEL_1,0.5620349,173,n,508,509
LABEL_0,0.5177326,174,.,509,510
LABEL_1,0.669637,175,º,510,511
LABEL_1,0.58611614,176,83,512,514
LABEL_1,0.54718024,177,##70,514,516
LABEL_0,0.5631706,178,##50,516,518
LABEL_1,0.70016617,179,##4,518,519
LABEL_0,0.59970796,180,),519,520
LABEL_1,0.5059751,181,esta,521,525
LABEL_0,0.62590265,182,Agência,526,533
LABEL_0,0.5208528,183,noƟﬁcou,534,541
LABEL_0,0.60565794,184,as,542,544
LABEL_0,0.5591233,185,pres,545,549
LABEL_1,0.5345765,186,##tadoras,549,556
LABEL_0,0.6141792,187,ine,557,560
LABEL_1,0.5050541,188,##r,560,561
LABEL_0,0.5105769,189,##tes,561,564
LABEL_0,0.5418581,190,solic,565,570
LABEL_1,0.52406234,191,##itando,570,576
LABEL_0,0.57822543,192,que,577,580
LABEL_1,0.6992249,193,toma,581,585
LABEL_0,0.5802713,194,##s,585,586
LABEL_1,0.5390728,195,##sem,586,589
LABEL_0,0.57955825,196,as,590,592
LABEL_1,0.5133438,197,devida,593,599
LABEL_0,0.5857191,198,##s,599,600
LABEL_1,0.5875216,199,provid,601,607
LABEL_1,0.61741173,200,##ências,607,613
LABEL_0,0.52155745,201,indicada,614,622
LABEL_1,0.50747263,202,##s,622,623
LABEL_1,0.6168142,203,pela,624,628
LABEL_0,0.5483817,204,EnƟdade,630,637
LABEL_1,0.5359831,205,Administ,638,646
LABEL_1,0.575295,206,##radora,646,652
LABEL_0,0.55382234,207,da,653,655
LABEL_0,0.50999504,208,Porta,656,661
LABEL_0,0.5730842,209,##bilidade,661,669
LABEL_1,0.5084265,210,(,670,671
LABEL_1,0.52629554,211,AB,671,673
LABEL_1,0.5310551,212,##R,673,674
LABEL_0,0.5839287,213,Tele,675,679
LABEL_1,0.60736215,214,##com,679,682
LABEL_1,0.5982957,215,),682,683
LABEL_1,0.57886565,216,.,683,684
LABEL_1,0.62003773,217,3,685,686
LABEL_1,0.5836861,218,.,686,687
LABEL_1,0.51384586,219,6,687,688
LABEL_1,0.5052648,220,.,688,689
LABEL_1,0.51808465,221,Em,690,692
LABEL_1,0.5142797,222,03,693,695
LABEL_1,0.60715693,223,de,696,698
LABEL_0,0.6052815,224,maio,699,703
LABEL_1,0.6141909,225,de,704,706
LABEL_1,0.5388511,226,202,707,710
LABEL_1,0.51532733,227,##2,710,711
LABEL_0,0.53482336,228,",",711,712
LABEL_1,0.5850407,229,foi,713,716
LABEL_1,0.6864928,230,realizada,717,726
LABEL_0,0.57976854,231,uma,727,730
LABEL_1,0.55423665,232,reunião,731,738
LABEL_1,0.6230456,233,com,739,742
LABEL_0,0.5146445,234,os,743,745
LABEL_1,0.5198834,235,membros,746,753
LABEL_0,0.53293514,236,da,754,756
LABEL_1,0.5325197,237,AB,757,759
LABEL_1,0.5169387,238,##R,759,760
LABEL_0,0.5631563,239,Tele,761,765
LABEL_1,0.59850407,240,##com,765,768
LABEL_1,0.5516927,241,juntamente,769,779
LABEL_1,0.54467887,242,com,780,783
LABEL_0,0.56022835,243,alguns,784,790
LABEL_1,0.5378067,244,membros,791,798
LABEL_1,0.6144353,245,desta,799,804
LABEL_0,0.5757155,246,Agência,805,812
LABEL_1,0.52600354,247,",",812,813
LABEL_1,0.54206157,248,com,814,817
LABEL_1,0.52742565,249,o,818,819
LABEL_1,0.5842663,250,objeƟvo,820,827
LABEL_1,0.5723462,251,de,828,830
LABEL_1,0.7022558,252,apresentar,831,841
LABEL_1,0.5401878,253,o,842,843
LABEL_1,0.5728989,254,quanƟtaƟvo,844,854
LABEL_1,0.63929564,255,de,855,857
LABEL_0,0.5651179,256,Pres,858,862
LABEL_0,0.50474226,257,##tadoras,862,869
LABEL_0,0.58822346,258,que,870,873
LABEL_0,0.5245137,259,realizaram,874,884
LABEL_0,0.6712701,260,a,885,886
LABEL_1,0.6442667,261,assinatura,887,897
LABEL_1,0.60207564,262,do,898,900
LABEL_0,0.53325045,263,termo,901,906
LABEL_1,0.5451534,264,adiƟvo,907,913
LABEL_1,0.57832545,265,ao,914,916
LABEL_1,0.5237192,266,contrato,917,925
LABEL_1,0.63010377,267,de,926,928
LABEL_1,0.52968067,268,adesão,929,935
LABEL_0,0.5671666,269,à,936,937
LABEL_0,0.50059605,270,Porta,938,943
LABEL_0,0.5671527,271,##bilidade,943,951
LABEL_1,0.5535412,272,Num,952,955
LABEL_0,0.58453727,273,##érica,955,960
LABEL_1,0.54031867,274,",",960,961
LABEL_0,0.5166226,275,contemp,963,970
LABEL_1,0.5913565,276,##lando,970,975
LABEL_0,0.6994506,277,a,977,978
LABEL_1,0.52829313,278,inclusão,980,988
LABEL_0,0.51615095,279,das,990,993
LABEL_1,0.61057436,1,desta,0,5
LABEL_0,0.6306998,2,Agência,6,13
